2021-05-31T15:25:09.952+0700 [WARN]  agent: The 'ui' field is deprecated. Use the 'ui_config.enabled' field instead.
2021-05-31T15:25:09.953+0700 [WARN]  agent: bootstrap = true: do not enable unless necessary
2021-05-31T15:25:09.985+0700 [WARN]  agent.auto_config: The 'ui' field is deprecated. Use the 'ui_config.enabled' field instead.
2021-05-31T15:25:09.985+0700 [WARN]  agent.auto_config: bootstrap = true: do not enable unless necessary
2021-05-31T15:25:10.010+0700 [INFO]  agent.server.raft: restored from snapshot: id=5-65540-1622032442667
2021-05-31T15:25:10.103+0700 [INFO]  agent.server.raft: initial configuration: index=1 servers="[{Suffrage:Voter ID:f8ad9184-9bbb-d25e-6dc2-bd2030b111f1 Address:127.0.0.1:8300}]"
2021-05-31T15:25:10.103+0700 [INFO]  agent.server.raft: entering follower state: follower="Node at 127.0.0.1:8300 [Follower]" leader=
2021-05-31T15:25:10.107+0700 [INFO]  agent.server.serf.wan: serf: EventMemberJoin: MSI.microservice 127.0.0.1
2021-05-31T15:25:10.107+0700 [WARN]  agent.server.serf.wan: serf: Failed to re-join any previously known node
2021-05-31T15:25:10.108+0700 [INFO]  agent.server.serf.lan: serf: EventMemberJoin: MSI 127.0.0.1
2021-05-31T15:25:10.108+0700 [INFO]  agent.router: Initializing LAN area manager
2021-05-31T15:25:10.108+0700 [WARN]  agent.server.serf.lan: serf: Failed to re-join any previously known node
2021-05-31T15:25:10.108+0700 [INFO]  agent.server: Handled event for server in area: event=member-join server=MSI.microservice area=wan
2021-05-31T15:25:10.108+0700 [INFO]  agent.server: Adding LAN server: server="MSI (Addr: tcp/127.0.0.1:8300) (DC: microservice)"
2021-05-31T15:25:10.114+0700 [INFO]  agent: Started DNS server: address=127.0.0.1:8600 network=udp
2021-05-31T15:25:10.114+0700 [INFO]  agent: Started DNS server: address=127.0.0.1:8600 network=tcp
2021-05-31T15:25:10.116+0700 [INFO]  agent: Starting server: address=127.0.0.1:8500 network=tcp protocol=http
2021-05-31T15:25:10.117+0700 [WARN]  agent: DEPRECATED Backwards compatibility with pre-1.9 metrics enabled. These metrics will be removed in a future version of Consul. Set `telemetry { disable_compat_1.9 = true }` to disable them.
2021-05-31T15:25:10.117+0700 [INFO]  agent: started state syncer
2021-05-31T15:25:16.075+0700 [WARN]  agent.server.raft: heartbeat timeout reached, starting election: last-leader=
2021-05-31T15:25:16.075+0700 [INFO]  agent.server.raft: entering candidate state: node="Node at 127.0.0.1:8300 [Candidate]" term=6
2021-05-31T15:25:16.080+0700 [INFO]  agent.server.raft: election won: tally=1
2021-05-31T15:25:16.080+0700 [INFO]  agent.server.raft: entering leader state: leader="Node at 127.0.0.1:8300 [Leader]"
2021-05-31T15:25:16.080+0700 [INFO]  agent.server: cluster leadership acquired
2021-05-31T15:25:16.080+0700 [INFO]  agent.server: New leader elected: payload=MSI
2021-05-31T15:25:16.303+0700 [INFO]  agent: Synced node info
2021-05-31T15:25:16.306+0700 [INFO]  agent.leader: started routine: routine="federation state anti-entropy"
2021-05-31T15:25:16.306+0700 [INFO]  agent.leader: started routine: routine="federation state pruning"
2021-05-31T15:25:16.307+0700 [INFO]  agent.leader: started routine: routine="intermediate cert renew watch"
2021-05-31T15:25:16.307+0700 [INFO]  agent.leader: started routine: routine="CA root pruning"
2021-05-31T15:25:20.831+0700 [INFO]  agent: Deregistered service: service=IdentityServer
2021-05-31T15:25:20.924+0700 [INFO]  agent: Deregistered service: service=ProtectedApi
2021-05-31T15:25:20.925+0700 [INFO]  agent: Deregistered service: service=GeneralApi
2021-05-31T15:25:20.955+0700 [INFO]  agent: Synced service: service=IdentityServer
